Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_fr,SubCategory_fr,Synonyms_fr,Category_pl,SubCategory_pl,Synonyms_pl,Category_de,SubCategory_de,Synonyms_de,Category_pt,SubCategory_pt,Synonyms_pt,Category_pt-br,SubCategory_pt-br,Synonyms_pt-br,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw,Category_es,SubCategory_es,Synonyms_es,Category_ja,SubCategory_ja,Synonyms_ja,Category_no,SubCategory_no,Synonyms_no,Category_da,SubCategory_da,Synonyms_da,Category_sv,SubCategory_sv,Synonyms_sv,Category_fi,SubCategory_fi,Synonyms_fi,Category_ru,SubCategory_ru,Synonyms_ru,Category_ua,SubCategory_ua,Synonyms_ua,Category_it,SubCategory_it,Synonyms_it,Category_nl,SubCategory_nl,Synonyms_nl,Category_tr,SubCategory_tr,Synonyms_tr,Category_kr,SubCategory_kr,Synonyms_kr,Category_ar,SubCategory_ar,Synonyms_ar
MACHINES,GARDEN,MACHGrdn,MACH,"Powered landscaping machines, lawnmowers, weed-whackers, edgers, hedge trimmers. See also TOOLS-GARDEN and OBJECTS-GARDEN.","Apparatus, Blower, Chainsaw, Contraption, Cultivator, Device, Eater, Edger, Hedge, Irrigation, Landscaping, Lawn, Lawnmower, Leaf, Machinery, Mower, Mulcher, Pole, Pressure, Saw, Tiller, Tillers, Trimmer, Washer, Weed, Whacker",MACHINES,JARDIN,"tondeuse à gazon, coupe-herbe, coupe-bordure, tronçonneuse, coupe-bordure, scie à poteau, broyeur, cultivateur",MASZYNY,OGRÓD,"kosiarka, glebogryzarka, podkaszarka, piła łańcuchowa, podkaszarka, kijanka, mulczer, kultywator",MASCHINE,GARTEN,"Rasenmäher, Unkrautstecher, Kantenschneider, Kettensäge, Trimmer, Stangensäge, Mulcher, Kultivator",MÁQUINAS,JARDIM,"cortador de relva, cortador de relva, cortador de ervas daninhas, aresta, motosserra, aparador, serra, polesaw, mulcher, cultivador",MÁQUINAS,JARDIM,"cortador de grama, cortador de grama, cortador de ervas daninhas, aresta, motosserra, podador, serra elétrica, polesaw, mulcher, cultivador",机器,花园,割草机、除草机、磨边机、锯子、修剪机、杆链锯、覆盖机、耕种机,機器,花園,割草機、除草機、磨邊機、鋸子、修剪機、桿鏈鋸、覆蓋機、耕種機,MAQUINARIA,JARDÍN,"cortacésped, desbrozadora, bordeadora, motosierra, recortadora, sierra de pértiga, trituradora, cultivadora",機械,庭,芝刈り機、草刈機、エッジャー、チェーンソー、トリマー、ポールソー、マルチャー、耕運機,MASKINER,HAGE,"gressklipper, gressklipper, kantklipper, motorsag, trimmer, stangsag, mulcher, jordfreser",MASKINER,HAVE,"plæneklipper, ukrudtshakker, kantskærer, motorsav, trimmer, stangsave, mulcher, kultivator",MASKINER,TRÄDGÅRD,"Gräsklippare, ogräsrensare, kantskärare, motorsåg, trimmer, stångsåg, mulcher, kultivator.",KONE,PUUTARHA,"ruohonleikkuri, rikkaruohonleikkuri, reunaleikkuri, moottorisaha, trimmeri, pylvässaha, multaaja, kultivaattori",МАШИНЫ,САД,"газонокосилка, поломоечная машина, кромкообрезной станок, бензопила, триммер, пила, мульчер, культиватор",МАШИНИ,САД,"газонокосарка, прополювач, кромкоріз, бензопила, тример, мотопила, мульчер, культиватор",MACCHINARI,GIARDINO,"tosaerba, decespugliatore, tagliabordi, motosega, tagliasiepe, trinciatrice, coltivatore",MACHINES,TUIN,"grasmaaier, onkruidverdelger, grasmaaier, kettingzaag, trimmer, stokzaag, mulcher, cultivator",MAKİNE,BAHÇE,"çim biçme makinesi, ot biçme makinesi, kenar düzeltme makinesi, motorlu testere, düzeltici, testere, malçlama makinesi, kültivatör",기계,정원,"잔디 깎는 기계, 잡초 제거기, 에저, 전기톱, 트리머, 막대톱, 멀처, 경운기",آلات,حديقة ,جزازة العشب، جزازة العشب لحواف الحديقة، منشار آلي، أداة تشذيب، منشار الشجر ذو عصا طويلة، آلة طحن، المِسْلَفة 
MACHINES,GYM,MACHGym,MACH,"Exercise bikes, weight machines, treadmill, all things fitness. See also OBJECTS-GYM","Apparatus, Bike, Bowflex, Cardio, Climber, Contraption, Device, Elliptical, Exercise, Fitness, Machine, Machinery, Nautilus, Nordictrack, Resistance, Rower, Rowing, Stair, Stationary, Stepper, Trampoline, Treadmill, Weight, Workout",MACHINES,GYM,"tapis de course, vélo elliptique, rameur, vélo d'exercice, vélo stationnaire, nordictrack, monte-escalier.",MASZYNY,SIŁOWNIA,"bieżnia, eliptical, wioślarz, rower treningowy, rower stacjonarny, nordictrack, schodołaz.",MASCHINE,FITNESSSTUDIO,"Laufband, Fahrradergometer, Rudergerät, Heimtrainer, stationäres Fahrrad, Nordic Track, Treppensteiger.",MÁQUINAS,ACADEMIA,"passadeira, elíptica, máquina de remo, bicicleta de exercício, bicicleta estacionária, nordictrack, escalador de escadas.",MÁQUINAS,ACADEMIA,"esteira, elíptica, máquina de remo, bicicleta de exercício, bicicleta estacionária, nordictrack, escalador de escadas.",机器,健身房,跑步机、踏步机、划船机、健身自行车、健身脚踏车、诺迪克跑步机、踏步台阶机。,機器,健身房,跑步機、踏步機、划船機、健身自行車、健身腳踏車、諾迪克跑步機、踏步台階機。,MAQUINARIA,GIMNASIA,"cinta de correr, elíptica, máquina de remo, bicicleta estática, nordictrack, escaladora.",機械,ジム,トレッドミル、エリプティカル、ローイングマシン、エクササイズバイク、ステーショナリーバイク、ノルディクトラック、ステアクライマー,MASKINER,GYM,"tredemølle, eliptical, romaskin, trimsykkel, stasjonær sykkel, nordictrack, trappeklatrer.",MASKINER,GYM,"løbebånd, eliptical, romaskine, motionscykel, stationær cykel, nordictrack, trappemaskine.",MASKINER,GYM,"Löpband, eliptisk maskin, roddmaskin, motionscykel, stationär cykel, nordictrack, trappklättrare.",KONE,KUNTOSALI,"juoksumatto, eliptical, soutulaite, kuntopyörä, kiinteä polkupyörä, nordictrack, porraskiipeilijä.",МАШИНЫ,СПОРТЗАЛ,"беговая дорожка, элиптический тренажер, гребной тренажер, велотренажер, стационарный велосипед, норд-трек, лестничный подъемник.",МАШИНИ,ТРЕНАЖЕРНИЙ ЗАЛ,"бігова доріжка, еліптична, гребний тренажер, велотренажер, велотренажер, велотренажер стаціонарний, бігова доріжка, сходовий підйомник.",MACCHINARI,PALESTRA,"tapis roulant, elittica, vogatore, cyclette, cyclette, nordictrack, montascale.",MACHINES,FITNESS,"loopband, eliptical, roeimachine, hometrainer, stationaire fiets, nordictrack, trapklimmer.",MAKİNE,SPOR SALONU,"koşu bandı, eliptical, kürek makinesi, egzersiz bisikleti, sabit bisiklet, nordictrack, merdiven tırmanıcı.",기계,체육관,"러닝머신, 일립티컬, 로잉머신, 운동용 자전거, 고정식 자전거, 노르딕트랙, 계단 오르기.",آلات,نادي رياضي,جهاز الركض، جهاز ذو الساعدين للمشي، جهاز التجديف، دراجة التمرين، دراجة ثابتة، دراجة ثابتة بمقعد عال، جهاز صعود السلالم
MACHINES,HITECH,MACHTech,MACH,"Think cool James Bond machines, big elaborate death traps, maybe Rube Goldberg type machines. See also SCIFI-MACHINE.","3D, 7, Apparatus, Arm, Bond, CNC, Contraption, Cutter, Device, Digital, Gadget, Handheld, Holographic, James, Laser, Machinery, Plasma, Printer, Quantum, Resin, Robotic, Spy",MACHINES,HIGH TECH,"gadget, numérique, portable",MASZYNY,HITECH,"gadżet, cyfrowy, podręczny",MASCHINE,HI-TECH,"Gadget, digital, Handgerät",MÁQUINAS,HITECH,"gadget, digital, de mão",MÁQUINAS,HITECH,"gadget, digital, de mão",机器,高科技,小工具、数码、手持,機器,高科技,小工具、數碼、手持,MAQUINARIA,HI-TECH,"gadget, digital, portátil",機械,ハイテク,ガジェット、デジタル、ハンドヘルド,MASKINER,HI-TECH,"gadget, digital, håndholdt",MASKINER,HØJTEKNOLOGISK,"gadget, digital, håndholdt",MASKINER,HI-TECH,"pryl, digital, handhållen",KONE,HITECH,"gadget, digitaalinen, kannettava",МАШИНЫ,ВИСОКОТЕХНОЛОГИЧНЫЕ,"гаджет, цифровой, портативный",МАШИНИ,ВИСОКОТЕХНОЛОГІЧНІ,"гаджет, цифровий, портативний",MACCHINARI,HITECH,"gadget, digitale, portatile",MACHINES,HI TECH,"gadget, digitaal, handheld",MAKİNE,TEKNOLOJİK,"alet, dijital, el cihazı",기계,하이텍,"가제트, 디지털, 휴대용",آلات,تقنية عالية,حقيبة معدات، رقمي، محمول باليد
MACHINES,HVAC,MACHHvac,MACH,"Furnaces, Air Conditioners. Fans go in MACHINES-FAN. A close up gas furnace flame would go to FIRE-GAS.","Air, Aircon, Apparatus, Baseboard, Boiler, Chiller, Climate, Conditioner, Conditioning, Contraption, Control, Cooler, Dehumidifier, Device, Ductless, Evaporative, Filtration, Furnace, Handlers, Heat, Heater, Heating, Humidifier, Humidifiers, Machinery, Mini-Split, Pump, Pumps, Purifier, Radiator, Systems, Thermostat, Thermostats, Ventilation",MACHINES,VENTILATION,"aircon, air conditionné, chauffage.",MASZYNY,KLIMATYZACJA I OGRZEWANIE,"aircon, klimatyzacja, ogrzewanie.",MASCHINE,KLIMA & LÜFTUNG,"Klimaanlage, Klimatisierung, Heizung.",MÁQUINAS,AVAC,"ar condicionado, ar condicionado, aquecimento.",MÁQUINAS,AVAC,"ar condicionado, ar condicionado, aquecimento.",机器,空调,空调、冷风机、暖气。,機器,空調,空調、冷風機、暖氣。,MAQUINARIA,AIRE ACONDICIONADO,"aircon, aire acondicionado, calefacción",機械,空調機,エアコン、冷房、暖房,MASKINER,VENTILASJON,"aircon, air condition, oppvarming.",MASKINER,VENTILATIONSANLÆG,"aircon, aircondition, klimaanlæg, opvarmning.",MASKINER,VENTILATION,"aircon, luftkonditionering, uppvärmning.",KONE,LVI,"ilmastointi, ilmastointi, lämmitys.",МАШИНЫ,ОТОПЛЕНИЕ ВЕНТИЛЯЦИЯ И КОНДИЦИОНИРОВАНИЕ,"кондиционер, кондиционирование, отопление.",МАШИНИ,ОПАЛЕННЯ ВЕНТИЛЯЦІЯ ТА КОНДИЦІЮВАННЯ,"кондиціонер, кондиціонер, опалення.",MACCHINARI,ARIA CONDIZIONATA,"aircon, aria condizionata, riscaldamento.",MACHINES,OVEN / AIRCO,"airco, airconditioning, verwarming.",MAKİNE,HAVALANDIRMA,"aircon, klima, ısıtma.",기계,에어컨,"에어컨, 에어컨, 난방.",آلات,تدفئة وتهوية وتكييف الهواء,هوائي، مكيف الهواء، تدفئة
MACHINES,INDUSTRIAL,MACHInd,MACH,"Big industrial presses, factory machines, industrial robots, any heavy manufacturing machines.","Apparatus, Assembly, Auto, Automation, Contraption, Conveyor, Cutting, Device, Die, Distillery, Duty, Factory, Form, Heavy, Hydraulic, Industrial, Injection, Line, Machine, Machinery, Manufacturing, Milling, Molding, Plant, Press, Printing, Production, Punch, Reactor, Robotics, Robots, Sawmill, Shearing, Smelter, Smeltery, Stamper, System",MACHINES,INDUSTRIEL,"presse hydraulique, chaîne de montage, distillerie, poinçonneuse, presse à coffrage+F437:F450",MASZYNY,PRZEMYSŁOWE,"prasa hydrauliczna, linia montażowa, gorzelnia, prasa wykrawająca, prasa formująca+F437:F450",MASCHINE,INDUSTRIE,"Hydraulische Presse, Fließband, Brennerei, Stanzpresse, Formpresse+F437:F450",MÁQUINAS,INDUSTRIAL,"prensa hidráulica, linha de montagem, destilaria, prensa de punção, prensa de forma+F437:F450",MÁQUINAS,INDUSTRIAL,"prensa hidráulica, linha de montagem, destilaria, prensa perfuradora, prensa de forma+F437:F450",机器,工业,液压机、装配线、流水线、酿酒厂、蒸馏机、冲床、压力机,機器,工業,液壓機、裝配線、流水線、釀酒廠、蒸餾機、沖床、壓力機,MAQUINARIA,INDUSTRIAL,"prensa hidráulica, cadena de montaje, destilería, punzonadora, prensa de formas+F437:F450",機械,工業、産業,油圧プレス、組立ライン、蒸留所、パンチプレス、フォームプレス+F437:F450,MASKINER,INDUSTRIELL,"hydraulisk presse, samlebånd, destilleri, stansepresse, formpresse+F437:F450",MASKINER,INDUSTRIEL,"hydraulisk presse, samlebånd, destilleri, stansepresse, formpresser+F437:F450",MASKINER,INDUSTRI,"hydraulisk press, monteringslinje, bränneri, stanspress, formpress+F437:F450",KONE,TEOLLINEN,"hydraulinen puristin, kokoonpanolinja, tislaamo, lyöntipuristin, muotopuristin+F437:F450",МАШИНЫ,ПРОМЫШЛЕННЫЕ,"гидравлический пресс, сборочная линия, ликеро-водочный завод, пуансон-пресс, формовочный пресс+F437:F450",МАШИНИ,ПРОМИСЛОВІ,"гідравлічний прес, конвеєр, лікеро-горілчаний завод, пуансонний прес, формовий прес+F437:F450",MACCHINARI,INDUSTRIALE,"pressa idraulica, linea di assemblaggio, distilleria, punzonatrice, formatrice+F437:F450",MACHINES,INDUSTRIEEL,"hydraulische pers, lopende band, distilleerderij, ponsmachine, vormpers+F437:F450",MAKİNE,SANAYİ,"hidrolik pres, montaj hattı, içki fabrikası, zımba presi, form presi + F437: F450",기계,산업,"유압 프레스, 조립 라인, 양조장, 펀치 프레스, 폼 프레스+F437:F450",آلات,صناعي,مكبس هيدروليكي، خط تجميع، تقطير، مكبس القطع، مكبس نموذجي +F437:F450
MACHINES,MECHANISM,MACHMech,MACH,"Complex mechanical smaller machines and gadgets, puzzle boxes that open portals to hell. Usually smaller devices.","7, Apparatus, Bond, Box, Contraption, Device, Gadget, Gizmo, Goldberg, James, Machinery, Puzzle, Rube, Spy",MACHINES,MÉCANISME,"boîte à puzzle, rube goldberg, gizmo",MASZYNY,MECHANIZM,"puzzle box, rube goldberg, gizmo",MASCHINE,MECHANISMUS,"Rätselkasten, Rube Goldberg, Gizmo",MÁQUINAS,MECANISMO,"caixa de puzzle, rube goldberg, gizmo",MÁQUINAS,MECANISMO,"caixa de quebra-cabeças, rube goldberg, gizmo",机器,装置,拼图盒、谜盒、谜箱、鲁布·戈德堡、小玩意,機器,裝置,拼圖盒、謎盒、謎箱、魯布·戈德堡、小玩意,MAQUINARIA,MECANISMO,"caja rompecabezas, rube goldberg, artilugio",機械,メカニズム,パズルボックス、ルーブ・ゴールドバーグ、ギズモ,MASKINER,MEKANISME,"puslespillboks, rube goldberg, dings",MASKINER,MEKANISME,"puslekasse, rube goldberg, dims",MASKINER,MEKANISM,"pusselbox, rube goldberg, pryl.",KONE,MEKANISMI,"palapelilaatikko, rube goldberg, vempaimia",МАШИНЫ,МЕХАНИЗМ,"головоломка, головоломка Рубина Голдберга, головоломка",МАШИНИ,МЕХАНІЗМ,"головоломка, рубе гольдберг, ґізмо",MACCHINARI,MECCANISMO,"scatola di puzzle, rube goldberg, aggeggio",MACHINES,MECHANISME,"puzzeldoos, rube goldberg, gizmo",MAKİNE,MEKANİZMA,"bulmaca kutusu, rube goldberg, gizmo",기계,기계장치,"퍼즐 상자, 루브 골드버그, 기즈모",آلات,آلية,صندوق الأحجية، آلة روب غولدبيرغ، معدات
MACHINES,MEDICAL,MACHMed,MACH,"Machines typically found in a hospital, medical lab or Doctor's office.","Apparatus, Blood, Cat, Centrifuge, Concentrator, Contraption, CT, Defibrillator, Dental, Device, Dialysis, Drill, ECG, EKG, Glucometers, Heart, Infusion, Insulin, Lab, Life, Machine, Machinery, Machines, Monitor, MRI, Nebulizer, Oxygen, Pacemaker, Pet, Pressure, Pump, Pumps, Scan, Support, Test, Ultrasound, Ventilator, X-Ray",MACHINES,MÉDICAL,"appareils à rayons X, IRM, scanner pour chats, scanner pour animaux, tensiomètre, appareil pour tests de laboratoire, centrifugeuse, ventilateur, défibrillateur.",MASZYNY,MEDYCZNE,"aparaty rentgenowskie, rezonans magnetyczny, skanowanie kotów, skanowanie zwierząt, aparat do pomiaru ciśnienia krwi, aparat do badań laboratoryjnych, wirówka, respirator, defibrylator",MASCHINE,MEDIZIN,"Röntgengeräte, MRT, Kat-Scan, Haustier-Scan, Blutdruckmessgerät, Labortestgerät, Zentrifuge, Beatmungsgerät, Defibrillator",MÁQUINAS,MÉDICO,"máquinas de raio-x, ressonância magnética, varredura de gato, varredura de animais de estimação, máquina de testes laboratoriais, centrífuga, ventilador, desfibrilador",MÁQUINAS,MÉDICO,"máquinas de raio-x, ressonância magnética, varredura de gato, pet scan, máquina de pressão sanguínea, máquina de teste de laboratório, centrífuga, ventilador, desfibrilador",机器,医疗,X 光机、核磁共振、CT机、照影机、血压仪、实验室测试机、离心机、呼吸机、除颤器,機器,醫療,X 光機、核磁共振、CT機、照影機、血壓儀、實驗室測試機、離心機、呼吸機、除顫器,MAQUINARIA,MEDICA,"aparatos de rayos x, resonancia magnética, escáner de gatos, escáner de mascotas, tensiómetro, máquina de pruebas de laboratorio, centrifugadora, ventilador, desfibrilador",機械,医療,X線装置、MRI、キャットスキャン、ペットスキャン、血圧測定器、臨床検査機器、遠心分離機、人工呼吸器、除細動器,MASKINER,MEDISINSK,"røntgenmaskiner, mri, katteskanning, kjæledyrskanning, blodtrykksmaskin, laboratorietestmaskin, sentrifuge, ventilator, defibrillator",MASKINER,MEDICINSK,"røntgenapparater, mri, cat scan, pet scan, blodtryksmaskine, laboratorieprøvemaskine, centrifuge, ventilator, defibrillator",MASKINER,SJUKVÅRD,"Röntgenapparater, mri, cat scan, pet scan, blodtrycksmaskin, laboratorietestmaskin, centrifug, ventilator, defibrillator.",KONE,SAIRAALA,"röntgenkoneet, mri, kissakuvaus, lemmikkieläinten kuvaus, verenpainekone, laboratoriotestikone, sentrifugi, hengityskone, defibrillaattori",МАШИНЫ,МЕДИЦИНСКИЕ,"рентгеновские аппараты, МРТ, сканирование кошек, сканирование домашних животных, аппарат для измерения кровяного давления, аппарат для лабораторных исследований, центрифуга, вентилятор, дефибриллятор",МАШИНИ,МЕДИЧНІ,"рентгенівські апарати, МРТ, сканування кішок, сканування домашніх тварин, апарат для вимірювання артеріального тиску, лабораторний аналізатор, центрифуга, апарат штучної вентиляції легенів, дефібрилятор",MACCHINARI,MEDICO,"macchine a raggi X, risonanza magnetica, cat scan, pet scan, macchina per la pressione sanguigna, macchina per test di laboratorio, centrifuga, ventilatore, defibrillatore",MACHINES,MEDISCH,"x-ray machines, mri, cat scan, pet scan, bloeddruk machine, lab test machine, centrifuge, ventilator, defibrillator",MAKİNE,TIBBİ,"röntgen makineleri, MR, kedi taraması, evcil hayvan taraması, tansiyon makinesi, laboratuvar test makinesi, santrifüj, vantilatör, defibrilatör",기계,의료기구,"엑스레이 기계, mri, 고양이 스캔, 애완 동물 스캔, 혈압 기계, 실험실 테스트 기계, 원심 분리기, 인공 호흡기, 세동 제거기",آلات,طبي,أجهزة الأشعة السينية، التصوير بالرنين المغناطيسي، الأشعة المقطعية، التصوير المقطعي بالإصدار البوزيتروني، جهاز قياس ضغط الدم، جهاز الاختبارات المعملية، أجهزة الطرد المركزي، جهاز التنفس الصناعي، جهاز تنظيم ضربات القلب
MACHINES,MISC,MACHMisc,MACH,Machine sounds not fitting another category in this list. See also MOTOR category.,"Apparatus, Contraption, Device, Machinery, Miscellaneous",MACHINES,DIVERS,divers,MASZYNY,RÓŻNE,różne,MASCHINE,DIV,Verschiedenes,MÁQUINAS,DIVERSOS,diversos,MÁQUINAS,DIVERSOS,diversos,机器,其它,各种各样的,機器,其它,各種各樣的,MAQUINARIA,MISCELÁNEA,varios,機械,その他,雑多なもの,MASKINER,DIVERSE,Diverse,MASKINER,DIVERSE,diverse,MASKINER,DIVERSE,Diverse,KONE,SEKALAINEN,sekalaiset,МАШИНЫ,РАЗНОЕ,разное,МАШИНИ,РІЗНЕ,різне,MACCHINARI,MISC,varie,MACHINES,DIVERSEN,diverse,MAKİNE,DİĞER,ÇEŞİTLİ,기계,기타,여러 가지 잡다한,آلات,متفرقات,متفرقات
MACHINES,OFFICE,MACHOffc,MACH,"Machines typically found in an office, such as printers and copy machines.","Apparatus, Binding, Business, Clock, Contraption, Copier, Copy, Cutter, Device, Dictaphone, Envelope, Facsimile, Fax, Inkjet, Interactive, Label, Laminator, Laser, Letter, Machine, Machinery, Maker, Mimeograph, Office, Opener, Paper, Photocopier, Plotter, Postal, Printer, Scale, Scanner, Shredder, Stenotype, Telefax, Time, Typewriter, Whiteboard, Xerox",MACHINES,BUREAU,"télécopieur, télécopie, télécopieur, photocopieuse, imprimante, déchiqueteuse, photocopieuse, miméographe, imprimante laser, imprimante à jet d'encre, déchiqueteuse de papier, traceur, etc.",MASZYNY,BIUROWE,"faks, faks, telefaks, kopiarka, drukarka, niszczarka, ksero, fotokopiarka, pantograf, drukarka laserowa, atramentowa, niszczarka do papieru, ploter",MASCHINE,BÜRO,"Faxgerät, Faksimilegerät, Telefaxgerät, Kopiergerät, Drucker, Aktenvernichter, Xerox, Fotokopierer, Vervielfältigungsgerät, Laserdrucker, Tintenstrahldrucker, Aktenvernichter, Plotter",MÁQUINAS,ESCRITÓRIO,"fax, fac-símile, telefax, fotocopiadora, impressora, trituradora, xerox, fotocopiadora, mimeógrafo, impressora laser, jacto de tinta, trituradora de papel, plotter",MÁQUINAS,ESCRITÓRIO,"fax, fac-símile, telefax, copiadora, impressora, trituradora, xerox, fotocopiadora, mimeógrafo, impressora a laser, jato de tinta, trituradora de papel, plotter",机器,办公设备,传真机、传真电话、电报、复印机、打印机、碎纸机、施乐、影印机、油印机、激光打印机、喷墨打印机、粉碎机、绘图仪,機器,辦公設備,傳真機、傳真電話、電報、複印機、打印機、碎紙機、施樂、影印機、油印機、激光打印機、噴墨打印機、粉碎機、繪圖儀,MAQUINARIA,OFICINA,"fax, facsímil, telefax, fotocopiadora, impresora, destructora, xerox, fotocopiadora, mimeógrafo, impresora láser, inyección de tinta, trituradora de papel, plotter",機械,オフィス,ファックス、ファクシミリ、テレファックス、コピー機、プリンタ、シュレッダー、ゼロックス、コピー機、謄写版、レーザープリンタ、インクジェット、シュレッダー、プロッター,MASKINER,KONTOR,"faksmaskin, faksmaskin, telefaks, kopimaskin, skriver, makuleringsmaskin, xerox, kopimaskin, mimeograf, laserskriver, blekkskriver, makuleringsmaskin, plotter",MASKINER,KONTOR,"faxmaskine, fax, telefax, kopimaskine, printer, makulator, xerox, fotokopieringsmaskine, stempelfotograf, laserprinter, blækstråler, papirmakulator, plotter",MASKINER,KONTOR,"Fax, fax, telefax, kopieringsmaskin, skrivare, dokumentförstörare, xerox, fotokopierare, mimograf, laserskrivare, bläckstråleskrivare, pappersförstörare, plotter.",KONE,TOIMISTO,"faksi, faksilaite, telekopiolaite, kopiokone, tulostin, silppuri, kopiokone, valokopiokone, monistuskone, lasertulostin, mustesuihku, paperisilppuri, piirturi, plotteri",МАШИНЫ,ОФИС,"факс, факсимильный аппарат, телефакс, копировальный аппарат, принтер, шредер, ксерокс, ксерокс, ксерокс, мимеограф, лазерный принтер, струйный принтер, уничтожитель бумаги, плоттер",МАШИНИ,ОФІС,"факс, факсимільний апарат, телефакс, копіювальний апарат, принтер, шредер, ксерокс, ксерокс, ксерокс, мімеограф, лазерний принтер, струменевий, знищувач паперу, плоттер",MACCHINARI,UFFICIO,"fax, facsimile, telefax, fotocopiatrice, stampante, trituratore, xerox, fotocopiatrice, ciclostile, stampante laser, getto d'inchiostro, distruggi carta, plotter",MACHINES,KANTOOR,"fax, facsimile, telefax, kopieerapparaat, printer, versnipperaar, xerox, fotokopieerapparaat, mimeograaf, laserprinter, inkjet, papierversnipperaar, plotter",MAKİNE,OFİS,"faks makinesi, faksimile makinesi, telefaks, fotokopi makinesi, yazıcı, öğütücü, xerox, fotokopi makinesi, teksir, lazer yazıcı, mürekkep püskürtmeli, kağıt öğütücü, çizici",기계,사무실,"팩스기, 팩스기, 텔레팩스, 복사기, 프린터, 분쇄기, 제록스, 복사기, 등사기, 레이저 프린터, 잉크젯, 종이 분쇄기, 플로터",آلات,مكتب,فاكس، تيليفاكس، آلة النسخ، طابعة، آلة إتلاف الورق، آلة التصوير، آلة ناسخة، آلة نسخ الرسائل، طابعة الليزر، الطابعة بالحبر، قطاعة الورق، آلة رسم
MACHINES,PUMP,MACHPump,MACH,"Air or water pumps, fish tank aquarium pumps, sump pumps. Air compressors would fall into this category.","Aerator, Air, Apparatus, Backflow, Blower, Boilers, Centrifugal, Compressor, Contraption, Device, Fuel, Gas, Heat, Impellers, Inflators, Injector, Injects, Jet, Machinery, Piston, Plunger, Pump, Pumper, Pumping, Septic, Siphon, Sprinkler, Submersible, Sump, Syringe, Upflow, Vacuum, Valves, Water, Well, Wells",MACHINES,POMPE,"pompe à eau, pompe de puisard, compresseur, compresseur d'air",MASZYNY,POMPA,"pompa wodna, pompa studzienna, kompresor, kompresor powietrza",MASCHINE,PUMPE,"Wasserpumpe, Sumpfpumpe, Kompressor, Luftkompressor",MÁQUINAS,BOMBA,"bomba de água, bomba de cárter, compressor, compressor de ar",MÁQUINAS,BOMBA,"bomba d'água, bomba de cárter, compressor, compressor de ar",机器,泵,水泵、污水泵、压缩机、空气压缩机,機器,泵,水泵、污水泵、壓縮機、空氣壓縮機,MAQUINARIA,BOMBA SURTIDOR,"bomba de agua, bomba de sumidero, compresor, compresor de aire",機械,ポンプ,水ポンプ、排水ポンプ、コンプレッサー、エアーコンプレッサー,MASKINER,PUMPE,"vannpumpe, sumppumpe, kompressor, luftkompressor",MASKINER,PUMPE,"vandpumpe, sumppumpe, kompressor, luftkompressor",MASKINER,PUMP,"Vattenpump, sumppump, kompressor, luftkompressor.",KONE,PUMPPU,"vesipumppu, öljypumppu, kompressori, ilmakompressori",МАШИНЫ,НАСОС,"водяной насос, выгребной насос, компрессор, воздушный компрессор",МАШИНИ,НАСОС,"водяний насос, дренажний насос, компресор, повітряний компресор",MACCHINARI,POMPA,"pompa dell'acqua, pompa per pozzetti, compressore, compressore d'aria",MACHINES,POMP,"waterpomp, carterpomp, compressor, luchtcompressor",MAKİNE,POMPA,"su pompası, karter pompası, kompresör, hava kompresörü",기계,펌프,"워터 펌프, 집수 펌프, 압축기, 공기 압축기",آلات,مضخة,مضخة ماء، مضخة بالوعة، ضاغط، ضاغط هواء
